Year,Grader,Grade Type,Grade,Inventory #,Mint Location,DL Toning Degree,Brilliance Obverse,Brilliance Reverse,Toning Obverse,Toning Reverse,EdgeFreq Flat Obverse,EdgeFreq Flat Reverse,EdgeFreq Descriptive Obverse,EdgeFreq Descriptive Reverse,EdgeFreq RedOrange Obverse,EdgeFreq RedOrange Reverse,EdgeFreq Yellow Obverse,EdgeFreq Yellow Reverse,EdgeFreq Green Obverse,EdgeFreq Green Reverse,Unnamed: 21,Unnamed: 22
1878,NGC,MS,64,2289112,Philadelphia,2,10,10,0.7,0.7,3080,2464,182576,208013,29326,43945,124209,71259,25155,85715,,
1879,PCGS,AU,55,1853814,New Orleans,1,10,10,0,0,3391,2118,200053,246923,31392,40737,124216,93648,34765,85213,,
1921,PCGS,MS,62,2223458,San Francisco,3,10,10,0,0,4712,3600,206603,242176,34192,43472,124220,88510,33080,84045,,
1887,PCGS,MS,67,2075334,Philadelphia,3,9,9,1.65,1.65,4658,2780,203268,198486,39033,40504,124223,73468,40456,63612,,
1887,PCGS,MS,61,2025070,New Orleans,1,10,10,0,0,2914,2014,221027,253892,30333,38778,124226,90561,38985,90073,,
1887,PCGS,MS,61,2378773,New Orleans,3,10,10,0,0,4016,4439,192969,230611,37198,42019,124245,85927,29294,87539,,
1886,PCGS,AU,58,2182957,New Orleans,1,10,10,0,0,4173,2413,210434,236629,33688,34198,124259,91142,35643,86466,,
1884,PCGS,MS,64,1883793,New Orleans,2,10,10,1.75,0.35,2781,2581,192846,228343,31702,39125,124262,79607,28856,84476,,
1883,PCGS-CAC,MS,65,2291809,Carson City,1,10,10,0,0,1397,1888,210695,236474,25372,39687,124270,83800,31808,86480,,
1921,PCGS,MS,65,2104712,Denver,1,10,10,0,0,1231,1511,206403,242077,22566,38003,124271,87633,26243,82713,,
1882,PCGS,MS,63,2049146,New Orleans,3,9,9,5,1.3,3184,1986,206851,253746,29922,38987,124273,90748,34685,95708,,
1904,PCGS,MS,66,2408950,San Francisco,1,10,10,0,0,1702,2498,202429,220918,23854,36615,124279,76433,28693,78885,,
1900,PCGS,MS,65,2180880,New Orleans,1,10,10,0,0,1250,1783,197093,235378,18948,33899,124297,87553,29661,80965,,
1897,PCGS,MS,63,1883849,San Francisco,1,10,10,0,0,4829,1165,209809,242090,36979,38263,124300,87500,30970,81111,,
1887,PCGS,MS,62,2025072,New Orleans,1,10,10,0,0,4278,2367,208977,249405,34382,40822,124307,88376,36958,89725,,
1883,NGC,AU,58,2120283,New Orleans,1,10,10,0,0,1586,2040,199456,224111,22003,32744,124309,83734,35047,83588,,
1904,NGC,MS,64,2274239,New Orleans,3,9,10,0.35,0,1901,2750,178375,218960,28595,38772,124326,86997,24503,83150,,
1892,PCGS,MS,64,2034651,New Orleans,3,10,9,2.95,2.95,5910,3390,177356,177387,38367,38108,124327,63956,27702,74698,,
1884,PCGS,MS,64,1855766,New Orleans,1,10,10,0,0,1736,1861,201321,241916,21431,36961,124333,90186,35656,91351,,
1898,PCGS,MS,67,2452016,New Orleans,2,10,10,0,0,1336,2068,188541,221019,20795,37325,124339,82376,28146,80665,,
1885,PCGS-CAC,MS,65,2445946,New Orleans,3,4,10,5,0,3430,2948,183167,213486,33722,41977,124350,84698,33471,81822,,
1887,NGC,MS,65,2413369,Philadelphia,1,10,10,0,0,2276,2260,192830,218943,24817,36226,124354,80657,25962,78519,,
1893,NGC,MS,62,2081670,Philadelphia,3,6,6,3.25,2.6,1857,925,209840,212011,30499,31607,124358,75256,32632,74743,,
1898,NGC,MS,63,2274323,New Orleans,2,10,10,0,0,2479,3403,194000,220827,29166,36738,124369,86475,31997,86467,,
1892,NGC,MS,64,2260562,New Orleans,4,9,9,2,2.95,5139,2976,213280,254360,40763,46282,124378,87674,38538,97222,,
1884,NGC,AU,55,2274302,San Francisco,1,10,10,0,0,4303,2814,188402,227249,34297,44868,124386,85137,29345,82185,,
1891,PCGS-CAC,MS,62,2053609,New Orleans,3,9,10,1.65,0.35,6577,2341,192492,188283,42313,33939,124394,67865,33201,82943,,
1921,PCGS,MS,63,2177445,Philadelphia,2,10,10,0,1.95,3248,1601,209860,244236,30243,36479,124405,86262,29538,83664,,
1901,PCGS,MS,64,2068711,New Orleans,1,10,10,0,0,2779,3440,205395,233415,28694,41499,124406,86396,29384,81464,,
1903,PCGS,MS,66,2035573,Philadelphia,1,10,10,0,0,1077,2128,199965,229326,19122,37531,124408,84561,27560,81779,,
1890,PCGS,MS,63,2090226,New Orleans,1,10,10,0,0,2184,3377,203322,230968,28080,43571,124408,77675,31547,87500,,
1883,PCGS,MS,64,2445413,Carson City,1,10,10,0,0,1923,2844,191910,214142,24675,39893,124416,82965,24518,76248,,
1921,NGC,MS,64,2289657,Denver,2,10,10,0,0,2223,1626,216846,248386,29575,37604,124425,86288,25881,82609,,
1899,PCGS,MS,67,2057124,New Orleans,1,10,10,0,0,2033,2852,195920,223073,20564,39946,124433,75302,31102,85001,,
1899,PCGS,MS,67,2081157,New Orleans,1,10,10,0,0,2033,2852,195920,223073,20564,39946,124433,75302,31102,85001,,
1896,PCGS,AU,58,2067146,New Orleans,3,9,10,3.25,3.25,3573,2347,187774,229061,36474,43008,124448,88352,33308,85439,,
1881,PCGS,MS,64,2420875,New Orleans,2,10,10,1.75,0,3406,2509,185215,227091,30156,34977,124449,85277,26647,83848,,
1894,PCGS,MS,64,2057118,Philadelphia,2,10,10,3.25,0.65,3664,2411,213973,232819,32259,38672,124457,80934,36866,88290,,
1921,PCGS,MS,62,2454613,Denver,1,10,10,0,0,4470,2976,197283,218913,24439,36047,124460,81343,25223,72966,,
1888,PCGS,MS,67,2408854,Philadelphia,2,10,9,0,0.35,1156,2250,175420,210493,21894,38658,124462,82175,19614,72041,,
1900,PCGS,MS,63,2232123,New Orleans,1,10,10,0,0,6685,3719,207009,226625,31394,44373,124463,82270,32112,84774,,
1900,PCGS,MS,64,2212422,New Orleans,2,10,10,0,0,2277,1217,189791,226172,26056,32563,124465,86776,27243,81490,,
1897,PCGS,MS,64,2076648,New Orleans,2,9,9,0,0.35,1891,3280,185393,237405,22501,42392,124470,89333,27546,83413,,
1900,PCGS-CAC,MS,65,2191376,New Orleans,1,10,10,0,0,1468,1352,203167,240935,22268,34159,124474,87663,30252,83896,,
1902,PCGS,MS,62,1883831,San Francisco,2,10,10,0,1,5778,2863,187221,212215,35157,40980,124477,76780,30402,84116,,
1886,NGC,MS,64,2160482,Philadelphia,4,8,10,2.95,0.7,5749,4146,214353,217364,45199,43693,124481,74000,35409,82125,,
1895,PCGS,AU,55,2252563,New Orleans,2,10,10,0,0,4630,2550,181603,208907,30754,38042,124482,78539,26274,78833,,
1886,PCGS,MS,65,2071210,Philadelphia,1,10,10,0.7,0,1665,1218,207494,240829,25941,34988,124482,88208,30228,84832,,
1921,NGC,MS,65,2203927,Philadelphia,1,10,10,0,0,4561,2175,203237,236412,28453,35334,124485,79282,22113,80710,,
1900,PCGS,MS,64,2426880,New Orleans,2,10,10,0,0,2433,2401,194998,212516,25512,35961,124494,81311,24347,76790,,
1883,PCGS-CAC,MS,62,2270333,San Francisco,3,10,10,2.6,1.3,8726,3703,228006,236645,55152,53126,124506,79410,38172,94373,,
1888,NGC,MS,64,2170863,New Orleans,3,10,10,0,0,5393,4691,204451,229281,40966,46132,124508,82834,36432,92240,,
1894,PCGS,MS,63,2426881,San Francisco,3,10,10,3.25,3.25,5541,6194,191361,230798,42906,47666,124516,85003,34135,94909,,
1902,NGC,MS,63,2274254,New Orleans,3,10,10,0,0,1952,4538,197175,232859,24536,41776,124520,89396,30983,84024,,
1881,PCGS,MS,67,2014528,San Francisco,1,10,10,1.75,0,1802,1360,202613,238506,22243,36111,124522,81428,30293,85625,,
1904,PCGS,MS,64,2433412,New Orleans,1,10,10,0,0,2200,2586,194142,205140,27566,36338,124530,73460,26368,76204,,
1893,NGC,AU,55,2270602,Philadelphia,1,10,10,0,0,7961,4301,204903,234526,38058,41321,124535,86302,30495,80498,,
1883,ANACS,MS,63,2457010,Carson City,2,10,10,1.75,0,3095,2513,197989,215647,27345,35619,124535,85942,27779,82418,,
1890,PCGS,MS,63,2224459,Carson City,1,10,10,0,0,4332,3210,202113,232041,30062,39533,124536,83679,28564,77824,,
1881,PCGS,MS,63,1883782,New Orleans,2,10,10,1.75,0,6507,2218,203793,228264,42693,41196,124537,79688,30108,87198,,
1888,PCGS,MS,64,2451057,New Orleans,2,10,10,0,0,1341,2154,186103,231069,23330,37074,124547,80198,26806,85810,,
1883,NGC,MS,64,2285236,Philadelphia,2,9,9,0,0,1792,1859,189815,217559,20858,37015,124557,84382,25842,78767,,
1904,PCGS,MS,65,2463006,New Orleans,1,10,10,0,0,1378,2437,186453,234543,20062,38240,124572,85038,27242,84576,,
1887,PCGS,MS,62,2241133,New Orleans,1,10,10,0,0,7019,3615,202312,214899,38919,37868,124576,82162,26436,75842,,
1887,NGC-CAC,MS,63,2443450,Philadelphia,1,10,10,0,0,2213,2100,192950,224173,28094,36168,124576,84263,24633,81986,,
1879,PCGS,MS,66,2151934,Philadelphia,3,10,10,3.6,1.35,3138,1862,209322,150789,35753,32090,124578,50648,40897,62763,,
1883,PCGS,AU,55,1872511,San Francisco,2,10,10,1.75,0,3238,1504,206099,258492,35234,40458,124593,94128,33008,89004,,
1896,PCGS,MS,61,2452014,New Orleans,1,10,10,0,0,4608,3371,193167,235745,32994,39075,124597,90633,32387,87714,,
1886,NGC,AU,58,2090275,New Orleans,1,10,10,0,0,5861,4527,209156,240467,31846,43757,124600,86642,32964,85657,,
1900,PCGS,MS,67,2032114,New Orleans,3,10,10,0.7,0.7,3642,2517,187501,209073,29632,40856,124603,72896,25124,75370,,
1902,PCGS,MS,64,2029074,New Orleans,3,5,10,3.6,0.35,15828,3981,240339,228483,70004,43539,124610,79762,48547,82785,,
1889,PCGS,MS,64,2298358,New Orleans,2,10,10,0,0,2256,3300,190115,255590,24193,44348,124613,93067,30721,89176,,
1882,PCGS,MS,61,2182951,New Orleans,2,9,10,0,0,4857,3183,196427,226568,36819,43127,124615,88891,32412,83884,,
1903,NGC,MS,65,2248060,New Orleans,1,10,10,0,0,2036,1886,179472,192343,23309,36010,124619,71613,21759,66186,,
1884,NGC,MS,61,2285315,New Orleans,2,10,10,0,0,3718,2579,186563,214897,36255,36922,124621,80670,30051,81939,,
1887,NGC,MS,63,2311181,Philadelphia,2,10,10,0,0,3105,3069,192350,216841,30972,41941,124623,85933,27371,80022,,
1884,ANACS,MS,61,2453563,New Orleans,1,10,10,0,0,7861,4089,194080,245875,41020,45964,124623,86825,29646,87611,,
1903,PCGS-CAC,MS,65,2065157,New Orleans,2,9,9,1.95,1.65,1742,1721,190371,227920,27913,36723,124630,87962,34881,85921,,
1887,NGC,MS,61,2184454,San Francisco,2,10,10,0,0,6558,2693,202213,215644,35151,37704,124634,75287,37244,85162,,
1903,PCGS,MS,62,2364289,Philadelphia,1,10,10,0,0,1812,2874,194082,213099,24976,36978,124635,78653,27205,76346,,
1881,NGC,MS,63,1883390,New Orleans,1,10,10,1.75,0,4448,2279,195317,240778,36073,40724,124637,87351,28754,88898,,
1883,PCGS,MS,65,2462991,New Orleans,1,10,10,0,0,1740,3190,191607,226145,22585,35794,124652,85869,30358,88165,,
1900,NGC-CAC,MS,66,2284077,Philadelphia,3,9,9,2.3,1.65,5412,6092,213015,267696,43718,62000,124654,88178,36253,97219,,
1921,PCGS,MS,66,2184375,Denver,1,10,10,0,0,2518,2184,199242,229569,21756,37259,124661,88423,24327,72080,,
1886,PCGS-CAC,MS,65,2232488,Philadelphia,3,8,10,3.6,0.35,4410,2702,215695,230495,40704,41747,124664,76786,35069,90494,,
1892,ANACS,MS,60,2272074,Philadelphia,3,10,10,3.6,3.6,3656,2412,224260,240571,37038,39870,124665,78598,39780,89782,,
1894,PCGS,AU,55,2287753,Philadelphia,1,10,10,0,0,3001,2517,205478,252119,31005,41176,124667,89043,32492,85639,,
1884,PCGS,MS,66,2104711,Carson City,1,10,10,0,0,2599,2075,205958,240439,25310,35016,124669,85445,36209,86171,,
1889,PCGS,MS,64,2288235,New Orleans,2,10,10,0.65,0.35,4068,2522,180269,212284,34221,45176,124678,76815,29716,85729,,
1887,PCGS,MS,67,2160326,Philadelphia,2,10,10,0,0,2330,2090,211190,248377,24966,43978,124688,84240,31071,88127,,
1886,PCGS,MS,60,2248049,New Orleans,2,10,10,0,0,8294,2287,211154,228682,44300,37025,124698,79582,30788,82707,,
1883,NGC,MS,64,2029195,Carson City,3,10,10,2.4,1.35,5344,1578,194947,200066,34595,33312,124707,66035,29887,81234,,
1878,PCGS,MS,61,2272151,Carson City,2,10,10,0.35,0,8879,3233,207498,221400,47807,45631,124708,77382,31213,91896,,
1878,NGC,MS,62,2120275,San Francisco,3,9,10,2.05,0.35,4894,2675,199781,207288,39902,42484,124715,76470,32356,79532,,
1895,PCGS,AU,58,2032099,New Orleans,1,10,10,0.65,0,3517,1823,202258,238999,37190,38038,124725,88287,31788,89824,,
1898,NGC,AU,58,2291470,San Francisco,2,7,7,0,0,3510,2736,209786,228283,37806,38740,124737,80341,32882,83615,,
1881,PCGS,MS,64,2029152,New Orleans,1,10,10,1.75,0,2246,1630,204159,235166,29944,34022,124737,82978,29699,84971,,
1880,NGC,MS,63,2247490,New Orleans,3,10,10,3.6,2.3,5386,1894,204653,220696,39497,44197,124737,73193,38622,91465,,
1886,PCGS-CAC,MS,67,2408847,Philadelphia,1,10,10,0,0,1343,1697,198701,226023,21656,36403,124756,73480,25387,80257,,
1899,PCGS,MS,66,2057125,San Francisco,1,10,10,0,0,6048,1215,210124,218786,40114,34291,124756,74339,30181,83401,,
1899,PCGS,MS,66,2081158,San Francisco,1,10,10,0,0,6048,1215,210124,218786,40114,34291,124756,74339,30181,83401,,
1885,NGC,MS,63,2274316,New Orleans,3,10,10,0,0,4692,3071,175547,221372,34755,43938,124768,86424,25821,82912,,
1887,NGC,MS,64,2223037,Philadelphia,3,9,10,0.65,0,4221,2520,193375,201398,37039,43270,124770,75820,26705,80570,,
1890,PCGS,MS,64,2285252,New Orleans,1,10,10,0,0,3193,2254,193043,228226,30620,33635,124770,82027,29549,86165,,
1921,NGC,MS,64,2093026,San Francisco,2,10,10,3.95,3.95,8816,4455,195073,226870,52988,47878,124771,78701,36727,86570,,
1891,PCGS,MS,62,2381850,Philadelphia,3,10,10,0,0,3454,3793,200134,222975,31358,39454,124789,83014,29372,83293,,
1886,PCGS,AU,55,2258052,New Orleans,3,10,9,0,0.65,7785,6110,198780,249168,37685,47668,124790,88273,36945,89424,,
1901,PCGS,MS,64,1881263,New Orleans,1,10,10,0,0,3142,3451,198019,240279,30121,46252,124799,89401,32173,85073,,
1903,PCGS,MS,64,1883366,Philadelphia,3,10,6,0.65,3.25,6925,6456,217083,269388,46006,62644,124804,82943,32235,107965,,
1898,PCGS,MS,66,2087719,New Orleans,1,10,10,0,0,1328,1704,200912,232559,22931,34022,124810,86043,31109,86592,,
1904,PCGS,MS,62,2177440,Philadelphia,1,10,10,0,0,1231,2261,187903,230665,21482,33845,124811,87730,28684,81680,,
1887,NGC,MS,64,2260557,Philadelphia,4,9,9,3.3,2.3,5742,1790,223970,228378,55128,39870,124813,81760,37673,85835,,
1878,PCGS,MS,62,2381805,Philadelphia,1,10,10,0,0,5248,3012,208486,227908,36126,37975,124816,82580,30542,87077,,
1887,PCGS,MS,60,2232070,New Orleans,1,10,10,0,0,8063,2627,210271,230390,45532,34077,124819,81091,29302,81852,,
1899,PCGS,MS,63,2068704,New Orleans,1,10,10,0,0,3114,1387,198511,235125,27985,34747,124824,89862,31222,82795,,
1902,PCGS,MS,62,2155850,New Orleans,2,10,10,0.35,0.35,2910,3399,198903,225699,30491,40400,124829,83617,32599,91467,,
1881,NGC,MS,63,1855342,San Francisco,1,9,10,0,0,10340,2003,228054,226000,45126,38300,124837,74049,31688,79203,,
1901,NGC,MS,63,2274255,New Orleans,3,10,10,0,0,3674,3512,197575,213092,31907,41004,124854,77770,24828,78890,,
1878,ANACS,MS,63,2453562,Philadelphia,1,10,10,0,0,2497,2635,204686,228279,29922,37628,124858,83432,31697,89756,,
1898,NGC,MS,63,2285243,Philadelphia,3,10,10,0,0,2164,3473,183897,231614,25827,43420,124861,87954,29392,85386,,
1881,PCGS,MS,63,2364350,Philadelphia,2,10,10,0,0,4878,3459,205979,218793,39936,41591,124875,78984,25542,75313,,
1886,PCGS,MS,65,1888295,Philadelphia,1,10,10,0,0,4886,3936,212110,257369,39707,47502,124885,88041,39231,93044,,
1892,PCGS,AU,55,2034078,New Orleans,1,10,10,0,0,7708,4106,220407,247413,40864,40094,124900,85459,31107,84230,,
1899,PCGS,MS,63,2298648,Philadelphia,3,8,5,3.6,3.25,2595,5291,189527,256100,29919,53298,124905,93613,33816,92594,,
1880,NGC,MS,63,1855755,San Francisco,1,10,10,0,0,5717,2253,218421,226961,36106,34328,124907,76215,32205,88127,,
1892,NGC,MS,60,2062867,Carson City,2,10,10,0.35,0,4293,2203,200675,239815,36276,39112,124914,87671,34292,88197,,
1891,PCGS,MS,63,2291143,San Francisco,1,10,10,0,0,2545,1417,206551,215474,28578,39312,124919,77013,26646,70880,,
1891,NGC,MS,62,2128813,Carson City,2,10,10,0,0,4594,2729,212015,244897,37312,37598,124923,90059,39036,90537,,
1901,NGC,MS,64,2248058,New Orleans,3,8,10,2,0,6734,1933,214265,233150,47168,38669,124925,77724,39186,93494,,
1882,PCGS,MS,62,2064197,New Orleans,3,10,10,2.4,0.65,4959,2478,188809,224460,37403,36805,124933,86920,28436,82114,,
1887,PCGS,MS,63,2025064,Philadelphia,2,10,10,1.05,0.35,4578,2526,199066,228874,39113,38645,124935,88146,35137,85288,,
1898,NGC,MS,63,2274312,New Orleans,2,10,10,0,0,3975,3179,196592,233399,36432,40935,124941,89298,35833,90296,,
1898,NGC,MS,62,1888336,New Orleans,3,10,10,2.65,1,6086,2677,219796,228153,45499,44310,124945,83956,41404,87926,,
1881,PCGS,MS,66,2032169,San Francisco,1,10,10,1.75,0,2220,1793,200867,229453,26414,37805,124950,76443,31120,82345,,
1898,NGC,MS,64,1879876,Philadelphia,4,6,5,2.65,1.35,3204,2153,215333,207381,33339,39849,124957,70480,30791,77404,,
1885,NGC,MS,64,2340171,New Orleans,2,10,10,0,0,3906,2301,181135,215029,29096,41993,124959,80539,26182,84576,,
1886,ANACS,MS,65,2298644,Philadelphia,3,9,3,1,2.3,2498,2186,182282,221169,26010,37474,124960,83210,24222,83115,,
1884,PCGS-CAC,MS,65,2462993,New Orleans,1,10,10,0,0,2016,2480,185231,221190,25308,38052,124961,81803,25876,84807,,
1902,PCGS,MS,65,2152015,Philadelphia,3,10,9,0.35,3.25,2005,2355,183339,238456,25961,40872,124964,81970,24679,91842,,
1887,NGC,MS,62,2285314,Philadelphia,2,10,10,0,0,5975,4015,194841,203638,40948,39682,124970,80252,23900,73912,,
1887,NGC,MS,62,2285313,Philadelphia,2,10,10,0,0,3489,3355,193008,226701,28632,36443,124975,89472,26417,84392,,
1882,NGC,MS,63,2273714,Carson City,2,10,10,0,0.65,3336,1532,201021,232593,35934,30622,124979,84717,34112,95303,,
1884,NGC,AU,58,2177374,Philadelphia,2,10,10,0,0,3567,1382,189383,239289,24150,33888,124983,88479,30910,85158,,
1921,PCGS,MS,64,2218490,San Francisco,2,10,10,0,0,4626,2103,194226,240365,29799,35300,124995,81963,24317,86166,,
1899,NGC-CAC,AU,55,2090248,San Francisco,3,9,9,3.25,3.6,5639,3477,195226,226919,38504,42856,125010,87690,28918,86948,,
1887,PCGS,MS,62,2252085,New Orleans,3,10,9,0,2.95,4505,3799,194808,246258,38798,53650,125019,90474,33724,89437,,
1886,PCGS-CAC,MS,67,2295107,Philadelphia,1,10,10,0,0,1361,1888,187219,242708,19322,37690,125022,90104,27388,84877,,
1882,PCGS,MS,63,2068660,New Orleans,2,10,10,0,0,3069,1590,192673,237454,30877,36165,125032,85674,26896,89688,,
1894,PCGS,AU,58,2187398,New Orleans,1,10,10,0,0,2997,3111,206477,261308,28342,38943,125035,93007,37252,93525,,
1890,NGC,MS,64,2125825,New Orleans,4,10,10,1,0,4702,3998,210840,225036,37049,40044,125036,84265,36085,86541,,
1899,PCGS,MS,64,2288242,Philadelphia,1,10,10,0,0,2225,2135,195960,251520,26825,42024,125050,88324,27738,90343,,
1878,PCGS,MS,61,2155807,San Francisco,2,10,10,0,0,6218,2582,237498,251177,46735,42309,125051,81880,38298,87927,,
1881,PCGS,MS,66,2160381,Carson City,1,10,10,0,0,4535,2335,219026,235438,38620,37364,125052,83990,35379,89993,,
1897,PCGS,MS,65,2295119,Philadelphia,2,10,10,0,0,4257,3077,214589,242512,39892,44473,125054,86631,35121,87316,,
1885,PCGS,MS,64,2450924,New Orleans,1,10,10,0,0,1814,6723,181419,230432,21102,49261,125056,85662,27461,85908,,
1882,PCGS-CAC,MS,64,2016217,New Orleans,1,10,9,1.75,0,2404,2041,193700,229247,28263,36046,125059,86426,28100,81528,,
1903,NGC,MS,64,2042623,New Orleans,1,10,10,0,0,3726,2721,205427,246686,33226,42262,125063,91227,29196,87744,,
1886,NGC,MS,64,1888337,Philadelphia,1,10,8,0,3.6,2890,4847,202808,224719,26363,53400,125076,81371,30435,86282,,
1897,PCGS,AU,58,2236051,New Orleans,1,10,10,0,0,8502,2893,200691,222833,41430,41307,125085,85373,26364,80373,,
1892,PCGS,MS,65,2120310,New Orleans,1,10,10,0,0,2127,2070,208167,258580,25516,35996,125088,87651,33739,93379,,
1899,NGC,MS,64,2273746,Philadelphia,2,10,10,0,0,2936,1349,208691,228227,25329,34890,125090,79985,25890,79373,,
1899,PCGS-CAC,MS,67,2408870,New Orleans,1,10,10,0,0,1155,1757,185057,204926,18273,34023,125102,78457,28828,79065,,
1883,PCGS-CAC,MS,66,2295096,Philadelphia,1,10,10,0,0,2665,789,213391,218688,28037,28800,125102,77112,26827,80709,,
1879,NGC,AU,55,2032144,San Francisco,1,10,9,1.75,0,7438,3858,214046,221957,32126,44995,125102,81708,38241,86895,,
1899,NGC,MS,63,2462453,Philadelphia,2,10,10,0,0,2647,1942,188471,213618,27900,40382,125103,84101,27202,81506,,
1882,PCGS,MS,65,2097798,New Orleans,2,10,10,1.75,0,4202,2900,194090,219308,31777,39866,125103,80435,26570,84077,,
1892,NGC,MS,62,2449901,Philadelphia,1,10,10,0,0,1840,2674,187205,227264,23353,38440,125108,87534,23945,77575,,
1881,NGC,MS,67,2347985,San Francisco,2,10,10,0,0,1473,2163,186874,210172,24989,40888,125109,74768,23502,77515,,
1893,PCGS-CAC,AU,58,2209413,New Orleans,1,10,10,0,0,3070,1538,203593,243896,30426,36802,125109,88094,33900,92169,,
1894,PCGS-CAC,MS,64,2263149,New Orleans,2,10,10,0,0,2944,1617,205399,235927,29018,35722,125113,82453,32557,85533,,
1884,PCGS,MS,63,2275093,New Orleans,3,3,10,3.6,0,9880,4050,183273,185653,51192,40315,125117,69088,26397,72362,,
1887,NGC,MS,65,2363352,Philadelphia,1,10,10,0,0,2327,2066,189446,212794,26902,35034,125125,81190,25571,82654,,
1882,PCGS,MS,66,2057113,New Orleans,1,10,10,1.75,0,3611,2451,202899,219032,26869,39957,125129,71008,29343,81758,,
1882,PCGS,MS,66,2081154,New Orleans,1,10,10,1.75,0,3611,2451,202899,219032,26869,39957,125129,71008,29343,81758,,
1921,PCGS,MS,64,2029069,Philadelphia,2,10,10,1.95,0,6731,4467,203833,226320,34472,46846,125134,71303,30732,85861,,
1890,PCGS,MS,63,2151911,New Orleans,3,9,10,3.6,2.65,7181,4454,200710,205371,50930,45343,125141,74274,35125,75554,,
1898,PCGS,MS,63,2035632,Philadelphia,2,10,9,1.3,0.65,2276,1590,204633,236004,31175,38861,125147,87989,35257,88436,,
1884,NGC,AU,55,2294584,San Francisco,2,9,9,0,0,5682,3176,204975,226904,32270,40858,125150,85687,30341,82511,,
1883,NGC,MS,63,2293188,Carson City,2,10,10,0,0,3687,2262,199807,213981,35709,37639,125159,81401,26418,78258,,
1898,PCGS,MS,67,2408872,Philadelphia,1,10,10,0,0,571,1365,188831,218181,17686,36169,125163,80837,28548,86917,,
1890,PCGS,MS,62,2231496,Carson City,3,9,9,1.3,1.3,5195,2329,219769,251328,44746,43445,125164,89706,39250,92501,,
1879,NGC,MS,61,2261153,San Francisco,1,10,10,0,0,9099,4367,225789,209487,53907,47044,125169,69476,35173,85149,,
1883,PCGS,MS,63,2451033,Carson City,1,10,10,0,0,1947,2143,206299,235785,24795,38315,125173,86157,29419,80203,,
1904,PCGS,MS,62,1857747,New Orleans,2,10,10,0.35,0,4578,3485,198555,222699,38795,45369,125180,80055,30283,87391,,
1886,NGC,MS,64,2223041,Philadelphia,3,9,10,0,0,3562,2747,183185,196345,27671,39016,125184,75837,25811,71654,,
1881,PCGS-CAC,MS,65,2091184,San Francisco,4,1,10,2.4,1,5318,1999,214167,212788,39676,38024,125184,80204,35286,78138,,
1880,PCGS,MS,64,2121761,Carson City,1,10,10,0,0,4133,2944,216614,244449,37017,41477,125188,86416,33791,89841,,
1886,NGC,MS,63,1883393,Philadelphia,1,10,10,0,0,5505,2026,209627,218730,37405,40908,125192,78636,30932,82885,,
1893,PCGS,MS,60,2126248,Carson City,1,10,10,0,0,3741,2071,223082,242775,41202,42317,125200,82337,32181,86458,,
1889,PCGS,AU,58,2200400,Philadelphia,2,10,10,0,0,5938,3623,200001,231544,34216,42440,125203,82592,28489,81633,,
1887,PCGS,MS,62,2025067,New Orleans,1,10,10,0,0,3333,1879,209116,255845,31539,34595,125208,91208,34839,88775,,
1883,ANACS,MS,63,2457008,Philadelphia,1,10,10,0,0,1707,3708,187184,229380,21457,41460,125215,85345,26388,84239,,
1887,PCGS-CAC,MS,65,2255606,Philadelphia,3,7,10,0.35,0,3540,1705,210943,220955,30462,40210,125218,79320,35869,83188,,
1894,NGC-CAC,AU,58,1872310,New Orleans,3,10,10,1,1,4580,3685,202956,226646,40481,44603,125230,85437,29088,84265,,
1884,NGC,MS,64,2065802,New Orleans,3,7,9,5,3.95,4306,3365,189558,219590,35267,46663,125244,79310,23078,77114,,
1881,PCGS-CAC,MS,64,2078683,New Orleans,2,10,9,1.75,0,2218,1277,203490,244694,29922,35707,125246,87124,32482,92838,,
1880,PCGS,MS,64,2030610,Philadelphia,2,9,9,3.05,2.3,5712,3106,188121,223194,42835,44696,125249,74074,26458,92807,,
1903,NGC,MS,64,2029187,Philadelphia,2,10,10,0,0,1820,2223,203775,236650,24717,36979,125254,87047,31720,85559,,
1878,PCGS,MS,66,2298361,Philadelphia,1,10,10,0,0,2530,2386,206056,243642,28201,38919,125258,87668,26492,89545,,
1897,PCGS,MS,63,2285246,Philadelphia,2,9,9,0,0,3753,1691,198898,224295,33374,37535,125261,82881,26575,83878,,
1903,PCGS-CAC,MS,65,2193395,Philadelphia,3,10,10,1.35,2.3,3935,2839,196526,219020,34564,42226,125265,76065,28152,85777,,
1901,PCGS,MS,66,2105704,San Francisco,1,10,9,0,0,2831,1773,207187,224123,27129,36861,125266,74444,29995,83127,,
1883,NGC,MS,63,2274237,New Orleans,4,7,9,2.3,0,11948,4506,187287,206384,58186,34623,125267,82999,30531,74873,,
1921,PCGS,MS,62,1883846,Denver,3,9,9,2.65,2.95,7254,7188,209663,242767,51040,56543,125272,83129,30792,89688,,
1903,PCGS,MS,66,1888289,Philadelphia,2,10,9,0,0,1605,1017,202655,239061,23240,32125,125279,85516,29639,87781,,
1881,NGC,MS,66,2273707,San Francisco,1,10,10,0,0,3601,1881,223071,225564,39083,36259,125281,78286,31185,83374,,
1882,PCGS,AU,58,2121294,New Orleans,2,10,10,0,0,4490,2464,207623,248378,39061,42116,125283,86889,31664,85687,,
